SCHOOL CODE, SCHOOL NAME, GENDER, GENDER TOTAL, DIV I, DIV II, DIV III, DIV IV, DIV 0, ABS/WITHHELD
S0134, MOSHI, F, 0, 0, 0, 0, 0, 0, 0
S0134, MOSHI, M, 273, 25, 86, 137, 10, 13, 2
S0134, MOSHI, All, 273, 25, 86, 137, 10, 13, 2
S0135, MOSHI TECHNICAL, F, 0, 0, 0, 0, 0, 0, 0
S0135, MOSHI TECHNICAL, M, 258, 13, 69, 134, 21, 15, 6
S0135, MOSHI TECHNICAL, All, 258, 13, 69, 134, 21, 15, 6
S0136, MUSOMA, F, 0, 0, 0, 0, 0, 0, 0
S0136, MUSOMA, M, 294, 22, 105, 133, 20, 13, 1
S0136, MUSOMA, All, 294, 22, 105, 133, 20, 13, 1
S0138, MPWAPWA, F, 36, 6, 19, 7, 4, 0, 0
S0138, MPWAPWA, M, 104, 27, 34, 25, 8, 9, 1
S0138, MPWAPWA, All, 140, 33, 53, 32, 12, 9, 1
S0139, MTWARA TECHNICAL, F, 24, 2, 8, 13, 0, 1, 0
S0139, MTWARA TECHNICAL, M, 62, 2, 27, 28, 2, 1, 2
S0139, MTWARA TECHNICAL, All, 86, 4, 35, 41, 2, 2, 2
S0140, MZUMBE, F, 0, 0, 0, 0, 0, 0, 0
S0140, MZUMBE, M, 119, 59, 42, 15, 0, 0, 3
S0140, MZUMBE, All, 119, 59, 42, 15, 0, 0, 3
S0142, GALANOS, F, 0, 0, 0, 0, 0, 0, 0
S0142, GALANOS, M, 438, 17, 110, 262, 38, 10, 1
S0142, GALANOS, All, 438, 17, 110, 262, 38, 10, 1
S0143, NJOMBE, F, 0, 0, 0, 0, 0, 0, 0
S0143, NJOMBE, M, 500, 38, 164, 240, 35, 19, 4
S0143, NJOMBE, All, 500, 38, 164, 240, 35, 19, 4
S0144, NSUMBA, F, 0, 0, 0, 0, 0, 0, 0
S0144, NSUMBA, M, 389, 70, 155, 141, 17, 2, 4
S0144, NSUMBA, All, 389, 70, 155, 141, 17, 2, 4
S0145, NYAKATO, F, 0, 0, 0, 0, 0, 0, 0
S0145, NYAKATO, M, 334, 25, 105, 169, 24, 8, 3
S0145, NYAKATO, All, 334, 25, 105, 169, 24, 8, 3
S0146, NYEGEZI SEMINARY, F, 0, 0, 0, 0, 0, 0, 0
S0146, NYEGEZI SEMINARY, M, 16, 5, 8, 3, 0, 0, 0
S0146, NYEGEZI SEMINARY, All, 16, 5, 8, 3, 0, 0, 0
S0147, PUGU, F, 0, 0, 0, 0, 0, 0, 0
S0147, PUGU, M, 327, 24, 82, 172, 22, 21, 6
S0147, PUGU, All, 327, 24, 82, 172, 22, 21, 6
S0148, RUBYA SEMINARY, F, 0, 0, 0, 0, 0, 0, 0
S0148, RUBYA SEMINARY, M, 8, 3, 5, 0, 0, 0, 0
S0148, RUBYA SEMINARY, All, 8, 3, 5, 0, 0, 0, 0
S0149, RUNGWE, F, 0, 0, 0, 0, 0, 0, 0
S0149, RUNGWE, M, 600, 34, 209, 315, 30, 12, 0
S0149, RUNGWE, All, 600, 34, 209, 315, 30, 12, 0
S0150, SAME, F, 0, 0, 0, 0, 0, 0, 0
S0150, SAME, M, 421, 20, 131, 221, 37, 12, 0
S0150, SAME, All, 421, 20, 131, 221, 37, 12, 0
S0151, SENGEREMA, F, 0, 0, 0, 0, 0, 0, 0
S0151, SENGEREMA, M, 445, 43, 152, 222, 21, 4, 3
S0151, SENGEREMA, All, 445, 43, 152, 222, 21, 4, 3
S0152, SHINYANGA, F, 0, 0, 0, 0, 0, 0, 0
S0152, SHINYANGA, M, 206, 7, 45, 118, 23, 13, 0
S0152, SHINYANGA, All, 206, 7, 45, 118, 23, 13, 0
S0153, SONGEA BOYS, F, 0, 0, 0, 0, 0, 0, 0
S0153, SONGEA BOYS, M, 381, 15, 95, 193, 50, 26, 2
S0153, SONGEA BOYS, All, 381, 15, 95, 193, 50, 26, 2
S0154, ST.PETER'S SEMINARY, F, 0, 0, 0, 0, 0, 0, 0
S0154, ST.PETER'S SEMINARY, M, 31, 1, 20, 10, 0, 0, 0
S0154, ST.PETER'S SEMINARY, All, 31, 1, 20, 10, 0, 0, 0
S0155, TABORA BOYS, F, 0, 0, 0, 0, 0, 0, 0
S0155, TABORA BOYS, M, 154, 83, 68, 2, 0, 0, 1
S0155, TABORA BOYS, All, 154, 83, 68, 2, 0, 0, 1
S0156, TANGA TECHNICAL, F, 0, 0, 0, 0, 0, 0, 0
S0156, TANGA TECHNICAL, M, 158, 13, 33, 74, 18, 17, 3
S0156, TANGA TECHNICAL, All, 158, 13, 33, 74, 18, 17, 3
S0158, TOSAMAGANGA, F, 0, 0, 0, 0, 0, 0, 0
S0158, TOSAMAGANGA, M, 457, 29, 142, 242, 30, 10, 4
S0158, TOSAMAGANGA, All, 457, 29, 142, 242, 30, 10, 4
S0160, UMBWE, F, 0, 0, 0, 0, 0, 0, 0
S0160, UMBWE, M, 398, 49, 176, 156, 12, 4, 1
S0160, UMBWE, All, 398, 49, 176, 156, 12, 4, 1
S0164, USA SEMINARY, F, 0, 0, 0, 0, 0, 0, 0
S0164, USA SEMINARY, M, 32, 4, 23, 5, 0, 0, 0
S0164, USA SEMINARY, All, 32, 4, 23, 5, 0, 0, 0
S0165, URU SEMINARY, F, 0, 0, 0, 0, 0, 0, 0
S0165, URU SEMINARY, M, 80, 28, 34, 18, 0, 0, 0
S0165, URU SEMINARY, All, 80, 28, 34, 18, 0, 0, 0
S0167, KIDUGALA LUTHERAN SEMINARY, F, 44, 2, 19, 20, 2, 1, 0
S0167, KIDUGALA LUTHERAN SEMINARY, M, 67, 6, 29, 27, 5, 0, 0
S0167, KIDUGALA LUTHERAN SEMINARY, All, 111, 8, 48, 47, 7, 1, 0
S0168, SANU SEMINARY, F, 0, 0, 0, 0, 0, 0, 0
S0168, SANU SEMINARY, M, 51, 2, 25, 22, 2, 0, 0
S0168, SANU SEMINARY, All, 51, 2, 25, 22, 2, 0, 0
S0174, CONSOLATA SEMINARY, F, 0, 0, 0, 0, 0, 0, 0
S0174, CONSOLATA SEMINARY, M, 44, 8, 25, 11, 0, 0, 0
S0174, CONSOLATA SEMINARY, All, 44, 8, 25, 11, 0, 0, 0
S0175, SALESIAN SEMINARY, F, 14, 0, 11, 3, 0, 0, 0
S0175, SALESIAN SEMINARY, M, 36, 6, 13, 17, 0, 0, 0
S0175, SALESIAN SEMINARY, All, 50, 6, 24, 20, 0, 0, 0
S0176, LUSANGI MORAVIAN JUNIOR SEMINARY, F, 0, 0, 0, 0, 0, 0, 0
S0176, LUSANGI MORAVIAN JUNIOR SEMINARY, M, 1, 0, 1, 0, 0, 0, 0
S0176, LUSANGI MORAVIAN JUNIOR SEMINARY, All, 1, 0, 1, 0, 0, 0, 0
S0178, MANOW LUTHERAN JUNIOR SEMINARY, F, 1, 1, 0, 0, 0, 0, 0
S0178, MANOW LUTHERAN JUNIOR SEMINARY, M, 13, 3, 6, 3, 1, 0, 0
S0178, MANOW LUTHERAN JUNIOR SEMINARY, All, 14, 4, 6, 3, 1, 0, 0
S0179, ST.MARY'S SEMINARY MBALIZI, F, 0, 0, 0, 0, 0, 0, 0
S0179, ST.MARY'S SEMINARY MBALIZI, M, 5, 0, 3, 2, 0, 0, 0
S0179, ST.MARY'S SEMINARY MBALIZI, All, 5, 0, 3, 2, 0, 0, 0
S0181, KISARAWE LUTHERAN JUNIOR SEMINARY, F, 6, 0, 2, 4, 0, 0, 0
S0181, KISARAWE LUTHERAN JUNIOR SEMINARY, M, 13, 1, 8, 4, 0, 0, 0
S0181, KISARAWE LUTHERAN JUNIOR SEMINARY, All, 19, 1, 10, 8, 0, 0, 0
S0182, AL-FAROUQ SEMINARY, F, 0, 0, 0, 0, 0, 0, 0
S0182, AL-FAROUQ SEMINARY, M, 16, 1, 8, 6, 0, 1, 0
S0182, AL-FAROUQ SEMINARY, All, 16, 1, 8, 6, 0, 1, 0
S0184, AGAPE LUTHERAN J SEMINARY, F, 30, 0, 5, 24, 1, 0, 0
S0184, AGAPE LUTHERAN J SEMINARY, M, 53, 1, 7, 33, 11, 1, 0
S0184, AGAPE LUTHERAN J SEMINARY, All, 83, 1, 12, 57, 12, 1, 0
S0188, KIRINJIKO ISLAMIC SEMINARY, F, 69, 4, 24, 39, 2, 0, 0
S0188, KIRINJIKO ISLAMIC SEMINARY, M, 68, 11, 27, 25, 3, 0, 2
S0188, KIRINJIKO ISLAMIC SEMINARY, All, 137, 15, 51, 64, 5, 0, 2
S0189, FEZA BOYS', F, 0, 0, 0, 0, 0, 0, 0
S0189, FEZA BOYS', M, 91, 58, 28, 5, 0, 0, 0
S0189, FEZA BOYS', All, 91, 58, 28, 5, 0, 0, 0
S0198, AILANGA LUTHERAN JUNIOR SEMINARY, F, 16, 1, 9, 6, 0, 0, 0
S0198, AILANGA LUTHERAN JUNIOR SEMINARY, M, 15, 2, 7, 6, 0, 0, 0
S0198, AILANGA LUTHERAN JUNIOR SEMINARY, All, 31, 3, 16, 12, 0, 0, 0
S0201, ASHIRA, F, 390, 47, 200, 139, 2, 2, 0
S0201, ASHIRA, M, 0, 0, 0, 0, 0, 0, 0
S0201, ASHIRA, All, 390, 47, 200, 139, 2, 2, 0
S0202, BWIRU GIRLS, F, 485, 34, 153, 230, 45, 21, 2
S0202, BWIRU GIRLS, M, 0, 0, 0, 0, 0, 0, 0
S0202, BWIRU GIRLS, All, 485, 34, 153, 230, 45, 21, 2
S0203, IRINGA GIRLS, F, 329, 21, 132, 154, 17, 5, 0
S0203, IRINGA GIRLS, M, 0, 0, 0, 0, 0, 0, 0
S0203, IRINGA GIRLS, All, 329, 21, 132, 154, 17, 5, 0
S0204, JANGWANI, F, 143, 9, 35, 68, 19, 11, 1
S0204, JANGWANI, M, 0, 0, 0, 0, 0, 0, 0
S0204, JANGWANI, All, 143, 9, 35, 68, 19, 11, 1
S0205, KIBOSHO GIRLS, F, 104, 5, 45, 50, 4, 0, 0
S0205, KIBOSHO GIRLS, M, 0, 0, 0, 0, 0, 0, 0
S0205, KIBOSHO GIRLS, All, 104, 5, 45, 50, 4, 0, 0
S0206, KILAKALA, F, 148, 54, 79, 15, 0, 0, 0
S0206, KILAKALA, M, 0, 0, 0, 0, 0, 0, 0
S0206, KILAKALA, All, 148, 54, 79, 15, 0, 0, 0
S0207, KIRAENI GIRLS, F, 49, 2, 27, 20, 0, 0, 0
S0207, KIRAENI GIRLS, M, 0, 0, 0, 0, 0, 0, 0
S0207, KIRAENI GIRLS, All, 49, 2, 27, 20, 0, 0, 0
S0209, KOROGWE GIRLS, F, 418, 16, 150, 208, 35, 7, 2
S0209, KOROGWE GIRLS, M, 0, 0, 0, 0, 0, 0, 0
S0209, KOROGWE GIRLS, All, 418, 16, 150, 208, 35, 7, 2
S0210, BIGWA SISTERS SEMINARY, F, 40, 7, 13, 18, 2, 0, 0
S0210, BIGWA SISTERS SEMINARY, M, 0, 0, 0, 0, 0, 0, 0
S0210, BIGWA SISTERS SEMINARY, All, 40, 7, 13, 18, 2, 0, 0
S0211, LOLEZA, F, 441, 51, 213, 143, 23, 5, 6
S0211, LOLEZA, M, 0, 0, 0, 0, 0, 0, 0
S0211, LOLEZA, All, 441, 51, 213, 143, 23, 5, 6
S0212, MACHAME GIRLS, F, 386, 19, 159, 194, 12, 2, 0
S0212, MACHAME GIRLS, M, 0, 0, 0, 0, 0, 0, 0
S0212, MACHAME GIRLS, All, 386, 19, 159, 194, 12, 2, 0
S0213, MASASI GIRLS, F, 153, 39, 83, 31, 0, 0, 0
S0213, MASASI GIRLS, M, 0, 0, 0, 0, 0, 0, 0
S0213, MASASI GIRLS, All, 153, 39, 83, 31, 0, 0, 0
S0214, MSALATO, F, 84, 32, 40, 10, 1, 0, 1
S0214, MSALATO, M, 0, 0, 0, 0, 0, 0, 0
S0214, MSALATO, All, 84, 32, 40, 10, 1, 0, 1
S0215, MTWARA GIRLS, F, 198, 2, 69, 110, 14, 1, 2
S0215, MTWARA GIRLS, M, 0, 0, 0, 0, 0, 0, 0
S0215, MTWARA GIRLS, All, 198, 2, 69, 110, 14, 1, 2
S0216, NGANZA, F, 404, 54, 171, 157, 18, 4, 0
S0216, NGANZA, M, 0, 0, 0, 0, 0, 0, 0
S0216, NGANZA, All, 404, 54, 171, 157, 18, 4, 0
S0217, PERAMIHO GIRLS, F, 35, 1, 25, 9, 0, 0, 0
S0217, PERAMIHO GIRLS, M, 0, 0, 0, 0, 0, 0, 0
S0217, PERAMIHO GIRLS, All, 35, 1, 25, 9, 0, 0, 0
S0218, RUGAMBWA, F, 156, 40, 64, 48, 4, 0, 0
S0218, RUGAMBWA, M, 0, 0, 0, 0, 0, 0, 0
S0218, RUGAMBWA, All, 156, 40, 64, 48, 4, 0, 0
S0219, SONGEA GIRLS, F, 376, 11, 145, 207, 11, 2, 0
S0219, SONGEA GIRLS, M, 0, 0, 0, 0, 0, 0, 0
S0219, SONGEA GIRLS, All, 376, 11, 145, 207, 11, 2, 0
S0220, TABORA GIRLS, F, 133, 62, 56, 15, 0, 0, 0
S0220, TABORA GIRLS, M, 0, 0, 0, 0, 0, 0, 0
S0220, TABORA GIRLS, All, 133, 62, 56, 15, 0, 0, 0
S0221, WERUWERU, F, 397, 76, 170, 144, 5, 2, 0
S0221, WERUWERU, M, 0, 0, 0, 0, 0, 0, 0
S0221, WERUWERU, All, 397, 76, 170, 144, 5, 2, 0
S0222, ZANAKI, F, 170, 10, 68, 81, 10, 0, 1
S0222, ZANAKI, M, 0, 0, 0, 0, 0, 0, 0
S0222, ZANAKI, All, 170, 10, 68, 81, 10, 0, 1
S0223, MASAMA GIRLS, F, 35, 0, 19, 15, 1, 0, 0
S0223, MASAMA GIRLS, M, 0, 0, 0, 0, 0, 0, 0
S0223, MASAMA GIRLS, All, 35, 0, 19, 15, 1, 0, 0
S0224, KIFUNGILO GIRLS, F, 97, 41, 42, 13, 0, 1, 0
S0224, KIFUNGILO GIRLS, M, 0, 0, 0, 0, 0, 0, 0
S0224, KIFUNGILO GIRLS, All, 97, 41, 42, 13, 0, 1, 0
S0227, MASWA GIRLS, F, 295, 9, 90, 137, 32, 26, 1
S0227, MASWA GIRLS, M, 0, 0, 0, 0, 0, 0, 0
S0227, MASWA GIRLS, All, 295, 9, 90, 137, 32, 26, 1
S0228, MPANDA GIRLS, F, 314, 19, 133, 149, 9, 3, 1
S0228, MPANDA GIRLS, M, 0, 0, 0, 0, 0, 0, 0
S0228, MPANDA GIRLS, All, 314, 19, 133, 149, 9, 3, 1
S0229, KONDOA GIRLS, F, 427, 44, 180, 186, 8, 7, 2
S0229, KONDOA GIRLS, M, 0, 0, 0, 0, 0, 0, 0
S0229, KONDOA GIRLS, All, 427, 44, 180, 186, 8, 7, 2
S0230, KIBONDO, F, 246, 28, 159, 59, 0, 0, 0
S0230, KIBONDO, M, 0, 0, 0, 0, 0, 0, 0
S0230, KIBONDO, All, 246, 28, 159, 59, 0, 0, 0
S0233, ST.MARY'S MAZINDE JUU, F, 136, 57, 67, 12, 0, 0, 0
S0233, ST.MARY'S MAZINDE JUU, M, 0, 0, 0, 0, 0, 0, 0
S0233, ST.MARY'S MAZINDE JUU, All, 136, 57, 67, 12, 0, 0, 0
S0234, ST.LUISE MBINGA GIRLS, F, 23, 1, 10, 12, 0, 0, 0
S0234, ST.LUISE MBINGA GIRLS, M, 0, 0, 0, 0, 0, 0, 0
S0234, ST.LUISE MBINGA GIRLS, All, 23, 1, 10, 12, 0, 0, 0
S0236, KILIMANJARO ACADEMY, F, 2, 0, 1, 1, 0, 0, 0
S0236, KILIMANJARO ACADEMY, M, 0, 0, 0, 0, 0, 0, 0
S0236, KILIMANJARO ACADEMY, All, 2, 0, 1, 1, 0, 0, 0
S0240, ST.JOSEPH GIRLS SEMINARY, F, 33, 7, 6, 19, 1, 0, 0
S0240, ST.JOSEPH GIRLS SEMINARY, M, 0, 0, 0, 0, 0, 0, 0
S0240, ST.JOSEPH GIRLS SEMINARY, All, 33, 7, 6, 19, 1, 0, 0
S0245, PALLOTI GIRLS, F, 46, 8, 21, 17, 0, 0, 0
S0245, PALLOTI GIRLS, M, 0, 0, 0, 0, 0, 0, 0
S0245, PALLOTI GIRLS, All, 46, 8, 21, 17, 0, 0, 0
S0246, MAASAE GIRLS LUTHERAN SCH, F, 30, 1, 6, 18, 3, 2, 0
S0246, MAASAE GIRLS LUTHERAN SCH, M, 0, 0, 0, 0, 0, 0, 0
S0246, MAASAE GIRLS LUTHERAN SCH, All, 30, 1, 6, 18, 3, 2, 0
S0247, BONICONSILI MABAMBA GIRLS SEC.SCHOOL, F, 27, 3, 20, 4, 0, 0, 0
S0247, BONICONSILI MABAMBA GIRLS SEC.SCHOOL, M, 0, 0, 0, 0, 0, 0, 0
S0247, BONICONSILI MABAMBA GIRLS SEC.SCHOOL, All, 27, 3, 20, 4, 0, 0, 0
S0248, MARIAN GIRLS, F, 135, 67, 51, 16, 1, 0, 0
S0248, MARIAN GIRLS, M, 0, 0, 0, 0, 0, 0, 0
S0248, MARIAN GIRLS, All, 135, 67, 51, 16, 1, 0, 0
S0249, LORETO GIRLS, F, 110, 10, 37, 63, 0, 0, 0
S0249, LORETO GIRLS, M, 0, 0, 0, 0, 0, 0, 0
S0249, LORETO GIRLS, All, 110, 10, 37, 63, 0, 0, 0
S0252, AL-KHEIR ISLAMIC GIRLS SEMINARY, F, 23, 0, 2, 19, 2, 0, 0
S0252, AL-KHEIR ISLAMIC GIRLS SEMINARY, M, 0, 0, 0, 0, 0, 0, 0
S0252, AL-KHEIR ISLAMIC GIRLS SEMINARY, All, 23, 0, 2, 19, 2, 0, 0
S0253, GREEN BIRD GIRLS', F, 14, 1, 3, 10, 0, 0, 0
S0253, GREEN BIRD GIRLS', M, 0, 0, 0, 0, 0, 0, 0
S0253, GREEN BIRD GIRLS', All, 14, 1, 3, 10, 0, 0, 0
S0255, ST.CHRISTINA GIRL'S SCHOOL, F, 121, 7, 42, 66, 4, 1, 1
S0255, ST.CHRISTINA GIRL'S SCHOOL, M, 0, 0, 0, 0, 0, 0, 0
S0255, ST.CHRISTINA GIRL'S SCHOOL, All, 121, 7, 42, 66, 4, 1, 1
S0256, HURUMA GIRLS, F, 43, 8, 24, 11, 0, 0, 0
S0256, HURUMA GIRLS, M, 0, 0, 0, 0, 0, 0, 0
S0256, HURUMA GIRLS, All, 43, 8, 24, 11, 0, 0, 0
S0263, VISITATION GIRLS', F, 54, 4, 35, 15, 0, 0, 0
S0263, VISITATION GIRLS', M, 0, 0, 0, 0, 0, 0, 0
S0263, VISITATION GIRLS', All, 54, 4, 35, 15, 0, 0, 0
S0264, BARBRO-JOHANSSON, F, 110, 13, 58, 38, 1, 0, 0
S0264, BARBRO-JOHANSSON, M, 0, 0, 0, 0, 0, 0, 0
S0264, BARBRO-JOHANSSON, All, 110, 13, 58, 38, 1, 0, 0
S0266, REGINAMUNDI GIRLS', F, 19, 0, 7, 10, 1, 1, 0
S0266, REGINAMUNDI GIRLS', M, 0, 0, 0, 0, 0, 0, 0
S0266, REGINAMUNDI GIRLS', All, 19, 0, 7, 10, 1, 1, 0
S0271, MANYUNYU, F, 136, 30, 83, 23, 0, 0, 0
S0271, MANYUNYU, M, 0, 0, 0, 0, 0, 0, 0
S0271, MANYUNYU, All, 136, 30, 83, 23, 0, 0, 0
S0272, AL-IHSAN GIRLS, F, 47, 1, 4, 30, 11, 1, 0
S0272, AL-IHSAN GIRLS, M, 0, 0, 0, 0, 0, 0, 0
S0272, AL-IHSAN GIRLS, All, 47, 1, 4, 30, 11, 1, 0
S0276, IFUNDA GIRLS, F, 424, 44, 149, 209, 16, 4, 2
S0276, IFUNDA GIRLS, M, 0, 0, 0, 0, 0, 0, 0
S0276, IFUNDA GIRLS, All, 424, 44, 149, 209, 16, 4, 2
S0281, CHIEF IHUNYO SEC SCHOOL, F, 292, 36, 171, 85, 0, 0, 0
S0281, CHIEF IHUNYO SEC SCHOOL, M, 0, 0, 0, 0, 0, 0, 0
S0281, CHIEF IHUNYO SEC SCHOOL, All, 292, 36, 171, 85, 0, 0, 0
S0298, FEZA GIRLS', F, 59, 35, 22, 2, 0, 0, 0
S0298, FEZA GIRLS', M, 0, 0, 0, 0, 0, 0, 0
S0298, FEZA GIRLS', All, 59, 35, 22, 2, 0, 0, 0
S0299, MKUGWA, F, 86, 13, 53, 20, 0, 0, 0
S0299, MKUGWA, M, 0, 0, 0, 0, 0, 0, 0
S0299, MKUGWA, All, 86, 13, 53, 20, 0, 0, 0
S0302, ARUSHA, F, 80, 5, 47, 26, 2, 0, 0
S0302, ARUSHA, M, 63, 7, 23, 29, 4, 0, 0
S0302, ARUSHA, All, 143, 12, 70, 55, 6, 0, 0
S0303, ARUSHA-MERU, F, 7, 0, 0, 7, 0, 0, 0
S0303, ARUSHA-MERU, M, 12, 0, 1, 7, 3, 1, 0
S0303, ARUSHA-MERU, All, 19, 0, 1, 14, 3, 1, 0
S0304, BUKOBA, F, 36, 1, 10, 23, 2, 0, 0
S0304, BUKOBA, M, 0, 0, 0, 0, 0, 0, 0
S0304, BUKOBA, All, 36, 1, 10, 23, 2, 0, 0
S0305, BULUBA, F, 8, 0, 3, 5, 0, 0, 0
S0305, BULUBA, M, 31, 0, 7, 23, 0, 1, 0
S0305, BULUBA, All, 39, 0, 10, 28, 0, 1, 0
S0306, DODOMA, F, 119, 9, 41, 60, 4, 5, 0
S0306, DODOMA, M, 34, 0, 11, 22, 0, 1, 0
S0306, DODOMA, All, 153, 9, 52, 82, 4, 6, 0
S0308, ENABOISHU, F, 24, 2, 17, 5, 0, 0, 0
S0308, ENABOISHU, M, 83, 9, 41, 33, 0, 0, 0
S0308, ENABOISHU, All, 107, 11, 58, 38, 0, 0, 0
S0309, FIDEL CASTRO, F, 52, 1, 10, 31, 7, 3, 0
S0309, FIDEL CASTRO, M, 68, 2, 11, 42, 7, 3, 3
S0309, FIDEL CASTRO, All, 120, 3, 21, 73, 14, 6, 3
S0310, FOREST HILL, F, 11, 0, 1, 8, 2, 0, 0
S0310, FOREST HILL, M, 22, 0, 2, 16, 4, 0, 0
S0310, FOREST HILL, All, 33, 0, 3, 24, 6, 0, 0
S0312, HIGHLANDS, F, 5, 0, 2, 3, 0, 0, 0
S0312, HIGHLANDS, M, 39, 1, 4, 25, 6, 3, 0
