SCHOOL CODE, SCHOOL NAME, GENDER, GENDER TOTAL, DIV I, DIV II, DIV III, DIV IV, DIV 0, ABS/WITHHELD
S0176, LUSANGI MORAVIAN JUNIOR SEMINARY, F, 10, 0, 0, 4, 6, 0, 0
S0176, LUSANGI MORAVIAN JUNIOR SEMINARY, M, 23, 2, 5, 9, 7, 0, 0
S0176, LUSANGI MORAVIAN JUNIOR SEMINARY, All, 33, 2, 5, 13, 13, 0, 0
S0177, ST. MARY'S JUNIOR SEMINARY, F, 0, 0, 0, 0, 0, 0, 0
S0177, ST. MARY'S JUNIOR SEMINARY, M, 33, 13, 17, 3, 0, 0, 0
S0177, ST. MARY'S JUNIOR SEMINARY, All, 33, 13, 17, 3, 0, 0, 0
S0178, MANOW LUTHERAN JUNIOR SEMINARY, F, 53, 0, 10, 19, 23, 0, 1
S0178, MANOW LUTHERAN JUNIOR SEMINARY, M, 44, 1, 11, 16, 16, 0, 0
S0178, MANOW LUTHERAN JUNIOR SEMINARY, All, 97, 1, 21, 35, 39, 0, 1
S0179, ST. MARY'S SEMINARY MBALIZI, F, 0, 0, 0, 0, 0, 0, 0
S0179, ST. MARY'S SEMINARY MBALIZI, M, 28, 7, 13, 6, 2, 0, 0
S0179, ST. MARY'S SEMINARY MBALIZI, All, 28, 7, 13, 6, 2, 0, 0
S0180, ST. FRANCIS DE SALES SEMINARY, F, 0, 0, 0, 0, 0, 0, 0
S0180, ST. FRANCIS DE SALES SEMINARY, M, 40, 16, 18, 6, 0, 0, 0
S0180, ST. FRANCIS DE SALES SEMINARY, All, 40, 16, 18, 6, 0, 0, 0
S0181, KISARAWE LUTHERAN JUNIOR SEMINARY, F, 29, 2, 8, 11, 8, 0, 0
S0181, KISARAWE LUTHERAN JUNIOR SEMINARY, M, 45, 3, 7, 23, 12, 0, 0
S0181, KISARAWE LUTHERAN JUNIOR SEMINARY, All, 74, 5, 15, 34, 20, 0, 0
S0182, AL-FAROUQ SEMINARY, F, 0, 0, 0, 0, 0, 0, 0
S0182, AL-FAROUQ SEMINARY, M, 15, 0, 0, 3, 8, 4, 0
S0182, AL-FAROUQ SEMINARY, All, 15, 0, 0, 3, 8, 4, 0
S0183, STELLA MATUTINA LIGHANO SEMINARY, F, 0, 0, 0, 0, 0, 0, 0
S0183, STELLA MATUTINA LIGHANO SEMINARY, M, 36, 12, 15, 9, 0, 0, 0
S0183, STELLA MATUTINA LIGHANO SEMINARY, All, 36, 12, 15, 9, 0, 0, 0
S0184, AGAPE LUTHERAN J SEMINARY, F, 42, 6, 18, 17, 1, 0, 0
S0184, AGAPE LUTHERAN J SEMINARY, M, 62, 14, 35, 13, 0, 0, 0
S0184, AGAPE LUTHERAN J SEMINARY, All, 104, 20, 53, 30, 1, 0, 0
S0185, SENGEREMA SEMINARY, F, 0, 0, 0, 0, 0, 0, 0
S0185, SENGEREMA SEMINARY, M, 29, 8, 18, 3, 0, 0, 0
S0185, SENGEREMA SEMINARY, All, 29, 8, 18, 3, 0, 0, 0
S0186, RONDO JUNIOR SEMINARY, F, 1, 0, 0, 0, 0, 1, 0
S0186, RONDO JUNIOR SEMINARY, M, 24, 3, 5, 7, 9, 0, 0
S0186, RONDO JUNIOR SEMINARY, All, 25, 3, 5, 7, 9, 1, 0
S0187, AN-NOOR ISLAMIC BOYS SEMINARY, F, 0, 0, 0, 0, 0, 0, 0
S0187, AN-NOOR ISLAMIC BOYS SEMINARY, M, 27, 0, 9, 11, 7, 0, 0
S0187, AN-NOOR ISLAMIC BOYS SEMINARY, All, 27, 0, 9, 11, 7, 0, 0
S0188, KIRINJIKO ISLAMIC SEMINARY, F, 105, 4, 40, 47, 14, 0, 0
S0188, KIRINJIKO ISLAMIC SEMINARY, M, 66, 4, 35, 26, 1, 0, 0
S0188, KIRINJIKO ISLAMIC SEMINARY, All, 171, 8, 75, 73, 15, 0, 0
S0189, FEZA BOYS', F, 0, 0, 0, 0, 0, 0, 0
S0189, FEZA BOYS', M, 65, 59, 6, 0, 0, 0, 0
S0189, FEZA BOYS', All, 65, 59, 6, 0, 0, 0, 0
S0190, ST. JOSEPH-KILOCHA SEMINARY, F, 0, 0, 0, 0, 0, 0, 0
S0190, ST. JOSEPH-KILOCHA SEMINARY, M, 38, 26, 12, 0, 0, 0, 0
S0190, ST. JOSEPH-KILOCHA SEMINARY, All, 38, 26, 12, 0, 0, 0, 0
S0191, ST. MATHIAS MULUMBA, F, 53, 0, 5, 9, 29, 9, 1
S0191, ST. MATHIAS MULUMBA, M, 59, 1, 9, 25, 22, 1, 1
S0191, ST. MATHIAS MULUMBA, All, 112, 1, 14, 34, 51, 10, 2
S0192, ST. JOHN'S SEMINARY, F, 21, 1, 11, 7, 2, 0, 0
S0192, ST. JOHN'S SEMINARY, M, 34, 6, 13, 13, 2, 0, 0
S0192, ST. JOHN'S SEMINARY, All, 55, 7, 24, 20, 4, 0, 0
S0194, FARAJA SEMINARY, F, 63, 9, 35, 16, 3, 0, 0
S0194, FARAJA SEMINARY, M, 77, 15, 48, 13, 1, 0, 0
S0194, FARAJA SEMINARY, All, 140, 24, 83, 29, 4, 0, 0
S0195, ST. CAROLI, F, 37, 1, 8, 11, 13, 3, 1
S0195, ST. CAROLI, M, 52, 13, 17, 15, 6, 1, 0
S0195, ST. CAROLI, All, 89, 14, 25, 26, 19, 4, 1
S0196, ST. THOMAS MORE KIBOGORA, F, 11, 1, 4, 6, 0, 0, 0
S0196, ST. THOMAS MORE KIBOGORA, M, 33, 9, 17, 7, 0, 0, 0
S0196, ST. THOMAS MORE KIBOGORA, All, 44, 10, 21, 13, 0, 0, 0
S0197, MATANGINI ISLAMIC SEMINARY, F, 20, 0, 1, 8, 9, 2, 0
S0197, MATANGINI ISLAMIC SEMINARY, M, 14, 1, 2, 10, 1, 0, 0
S0197, MATANGINI ISLAMIC SEMINARY, All, 34, 1, 3, 18, 10, 2, 0
S0198, AILANGA LUTHERAN JUNIOR SEMINARY, F, 30, 1, 9, 15, 5, 0, 0
S0198, AILANGA LUTHERAN JUNIOR SEMINARY, M, 56, 9, 19, 25, 3, 0, 0
S0198, AILANGA LUTHERAN JUNIOR SEMINARY, All, 86, 10, 28, 40, 8, 0, 0
S0199, MSAMALA MUSLIM SEMINARY, F, 27, 0, 1, 9, 17, 0, 0
S0199, MSAMALA MUSLIM SEMINARY, M, 23, 1, 2, 14, 6, 0, 0
S0199, MSAMALA MUSLIM SEMINARY, All, 50, 1, 3, 23, 23, 0, 0
S0203, IRINGA GIRLS, F, 119, 5, 46, 34, 27, 5, 2
S0203, IRINGA GIRLS, M, 0, 0, 0, 0, 0, 0, 0
S0203, IRINGA GIRLS, All, 119, 5, 46, 34, 27, 5, 2
S0204, JANGWANI, F, 278, 37, 82, 58, 75, 26, 0
S0204, JANGWANI, M, 0, 0, 0, 0, 0, 0, 0
S0204, JANGWANI, All, 278, 37, 82, 58, 75, 26, 0
S0205, KIBOSHO GIRLS, F, 121, 61, 59, 1, 0, 0, 0
S0205, KIBOSHO GIRLS, M, 0, 0, 0, 0, 0, 0, 0
S0205, KIBOSHO GIRLS, All, 121, 61, 59, 1, 0, 0, 0
S0206, KILAKALA, F, 72, 48, 16, 7, 1, 0, 0
S0206, KILAKALA, M, 0, 0, 0, 0, 0, 0, 0
S0206, KILAKALA, All, 72, 48, 16, 7, 1, 0, 0
S0207, KIRAENI GIRLS, F, 112, 30, 60, 22, 0, 0, 0
S0207, KIRAENI GIRLS, M, 0, 0, 0, 0, 0, 0, 0
S0207, KIRAENI GIRLS, All, 112, 30, 60, 22, 0, 0, 0
S0208, KISUTU, F, 170, 10, 68, 64, 24, 3, 1
S0208, KISUTU, M, 0, 0, 0, 0, 0, 0, 0
S0208, KISUTU, All, 170, 10, 68, 64, 24, 3, 1
S0209, KOROGWE GIRLS, F, 70, 4, 17, 15, 25, 8, 1
S0209, KOROGWE GIRLS, M, 0, 0, 0, 0, 0, 0, 0
S0209, KOROGWE GIRLS, All, 70, 4, 17, 15, 25, 8, 1
S0210, BIGWA SISTERS SEMINARY, F, 43, 6, 27, 5, 5, 0, 0
S0210, BIGWA SISTERS SEMINARY, M, 0, 0, 0, 0, 0, 0, 0
S0210, BIGWA SISTERS SEMINARY, All, 43, 6, 27, 5, 5, 0, 0
S0213, MASASI GIRLS, F, 156, 4, 8, 31, 65, 47, 1
S0213, MASASI GIRLS, M, 0, 0, 0, 0, 0, 0, 0
S0213, MASASI GIRLS, All, 156, 4, 8, 31, 65, 47, 1
S0214, MSALATO, F, 107, 28, 48, 19, 12, 0, 0
S0214, MSALATO, M, 0, 0, 0, 0, 0, 0, 0
S0214, MSALATO, All, 107, 28, 48, 19, 12, 0, 0
S0215, MTWARA GIRLS, F, 150, 2, 23, 52, 62, 11, 0
S0215, MTWARA GIRLS, M, 0, 0, 0, 0, 0, 0, 0
S0215, MTWARA GIRLS, All, 150, 2, 23, 52, 62, 11, 0
S0217, PERAMIHO GIRLS, F, 61, 29, 31, 1, 0, 0, 0
S0217, PERAMIHO GIRLS, M, 0, 0, 0, 0, 0, 0, 0
S0217, PERAMIHO GIRLS, All, 61, 29, 31, 1, 0, 0, 0
S0218, RUGAMBWA, F, 116, 6, 24, 28, 45, 12, 1
S0218, RUGAMBWA, M, 0, 0, 0, 0, 0, 0, 0
S0218, RUGAMBWA, All, 116, 6, 24, 28, 45, 12, 1
S0220, TABORA GIRLS, F, 93, 31, 36, 18, 8, 0, 0
S0220, TABORA GIRLS, M, 0, 0, 0, 0, 0, 0, 0
S0220, TABORA GIRLS, All, 93, 31, 36, 18, 8, 0, 0
S0222, ZANAKI, F, 202, 12, 77, 47, 55, 11, 0
S0222, ZANAKI, M, 0, 0, 0, 0, 0, 0, 0
S0222, ZANAKI, All, 202, 12, 77, 47, 55, 11, 0
S0223, MASAMA GIRLS, F, 86, 11, 43, 29, 3, 0, 0
S0223, MASAMA GIRLS, M, 0, 0, 0, 0, 0, 0, 0
S0223, MASAMA GIRLS, All, 86, 11, 43, 29, 3, 0, 0
S0224, KIFUNGILO GIRLS, F, 98, 83, 13, 2, 0, 0, 0
S0224, KIFUNGILO GIRLS, M, 0, 0, 0, 0, 0, 0, 0
S0224, KIFUNGILO GIRLS, All, 98, 83, 13, 2, 0, 0, 0
S0225, CAGLIERO GIRLS, F, 61, 0, 10, 30, 21, 0, 0
S0225, CAGLIERO GIRLS, M, 0, 0, 0, 0, 0, 0, 0
S0225, CAGLIERO GIRLS, All, 61, 0, 10, 30, 21, 0, 0
S0226, KAGUNGULI, F, 90, 0, 2, 32, 53, 2, 1
S0226, KAGUNGULI, M, 0, 0, 0, 0, 0, 0, 0
S0226, KAGUNGULI, All, 90, 0, 2, 32, 53, 2, 1
S0231, SUMVE GIRLS, F, 150, 1, 21, 48, 74, 3, 3
S0231, SUMVE GIRLS, M, 0, 0, 0, 0, 0, 0, 0
S0231, SUMVE GIRLS, All, 150, 1, 21, 48, 74, 3, 3
S0232, HEKIMA, F, 76, 30, 38, 7, 0, 0, 1
S0232, HEKIMA, M, 0, 0, 0, 0, 0, 0, 0
S0232, HEKIMA, All, 76, 30, 38, 7, 0, 0, 1
S0233, ST. MARY'S MAZINDE JUU, F, 120, 80, 37, 3, 0, 0, 0
S0233, ST. MARY'S MAZINDE JUU, M, 0, 0, 0, 0, 0, 0, 0
S0233, ST. MARY'S MAZINDE JUU, All, 120, 80, 37, 3, 0, 0, 0
S0234, ST. LUISE MBINGA GIRLS, F, 41, 14, 21, 6, 0, 0, 0
S0234, ST. LUISE MBINGA GIRLS, M, 0, 0, 0, 0, 0, 0, 0
S0234, ST. LUISE MBINGA GIRLS, All, 41, 14, 21, 6, 0, 0, 0
S0235, BUKUMBI, F, 136, 3, 37, 76, 20, 0, 0
S0235, BUKUMBI, M, 0, 0, 0, 0, 0, 0, 0
S0235, BUKUMBI, All, 136, 3, 37, 76, 20, 0, 0
S0236, KILIMANJARO ACADEMY, F, 36, 0, 6, 19, 11, 0, 0
S0236, KILIMANJARO ACADEMY, M, 0, 0, 0, 0, 0, 0, 0
S0236, KILIMANJARO ACADEMY, All, 36, 0, 6, 19, 11, 0, 0
S0237, ST. AGNES CHIPOLE, F, 82, 5, 36, 35, 6, 0, 0
S0237, ST. AGNES CHIPOLE, M, 0, 0, 0, 0, 0, 0, 0
S0237, ST. AGNES CHIPOLE, All, 82, 5, 36, 35, 6, 0, 0
S0238, MRUMA GIRLS, F, 8, 0, 0, 0, 5, 3, 0
S0238, MRUMA GIRLS, M, 9, 0, 0, 2, 4, 3, 0
S0238, MRUMA GIRLS, All, 17, 0, 0, 2, 9, 6, 0
S0239, ST. FRANCIS GIRLS, F, 90, 85, 5, 0, 0, 0, 0
S0239, ST. FRANCIS GIRLS, M, 0, 0, 0, 0, 0, 0, 0
S0239, ST. FRANCIS GIRLS, All, 90, 85, 5, 0, 0, 0, 0
S0240, ST. JOSEPH GIRLS SEMINARY, F, 111, 38, 55, 18, 0, 0, 0
S0240, ST. JOSEPH GIRLS SEMINARY, M, 0, 0, 0, 0, 0, 0, 0
S0240, ST. JOSEPH GIRLS SEMINARY, All, 111, 38, 55, 18, 0, 0, 0
S0241, KOWAK GIRLS', F, 74, 21, 45, 8, 0, 0, 0
S0241, KOWAK GIRLS', M, 0, 0, 0, 0, 0, 0, 0
S0241, KOWAK GIRLS', All, 74, 21, 45, 8, 0, 0, 0
S0242, ST. MARGARET, F, 32, 0, 5, 6, 20, 1, 0
S0242, ST. MARGARET, M, 0, 0, 0, 0, 0, 0, 0
S0242, ST. MARGARET, All, 32, 0, 5, 6, 20, 1, 0
S0243, USANGI GIRLS, F, 34, 0, 1, 6, 25, 2, 0
S0243, USANGI GIRLS, M, 0, 0, 0, 0, 0, 0, 0
S0243, USANGI GIRLS, All, 34, 0, 1, 6, 25, 2, 0
S0244, MTWARA SISTERS SEMINARY, F, 40, 1, 8, 19, 12, 0, 0
S0244, MTWARA SISTERS SEMINARY, M, 0, 0, 0, 0, 0, 0, 0
S0244, MTWARA SISTERS SEMINARY, All, 40, 1, 8, 19, 12, 0, 0
S0245, PALLOTI GIRLS, F, 88, 28, 42, 17, 1, 0, 0
S0245, PALLOTI GIRLS, M, 0, 0, 0, 0, 0, 0, 0
S0245, PALLOTI GIRLS, All, 88, 28, 42, 17, 1, 0, 0
S0246, MAASAE GIRLS LUTHERAN SCH, F, 59, 1, 15, 23, 20, 0, 0
S0246, MAASAE GIRLS LUTHERAN SCH, M, 0, 0, 0, 0, 0, 0, 0
S0246, MAASAE GIRLS LUTHERAN SCH, All, 59, 1, 15, 23, 20, 0, 0
S0247, BONICONSILI MABAMBA GIRLS, F, 69, 13, 41, 14, 1, 0, 0
S0247, BONICONSILI MABAMBA GIRLS, M, 0, 0, 0, 0, 0, 0, 0
S0247, BONICONSILI MABAMBA GIRLS, All, 69, 13, 41, 14, 1, 0, 0
S0248, MARIAN GIRLS, F, 136, 119, 14, 3, 0, 0, 0
S0248, MARIAN GIRLS, M, 0, 0, 0, 0, 0, 0, 0
S0248, MARIAN GIRLS, All, 136, 119, 14, 3, 0, 0, 0
S0249, LORETO GIRLS, F, 111, 34, 77, 0, 0, 0, 0
S0249, LORETO GIRLS, M, 0, 0, 0, 0, 0, 0, 0
S0249, LORETO GIRLS, All, 111, 34, 77, 0, 0, 0, 0
S0250, MURIGHA, F, 70, 4, 29, 28, 9, 0, 0
S0250, MURIGHA, M, 0, 0, 0, 0, 0, 0, 0
S0250, MURIGHA, All, 70, 4, 29, 28, 9, 0, 0
S0251, AT-TAAUN ISLAMIC GIRLS SEMINARY, F, 37, 0, 7, 9, 17, 2, 2
S0251, AT-TAAUN ISLAMIC GIRLS SEMINARY, M, 0, 0, 0, 0, 0, 0, 0
S0251, AT-TAAUN ISLAMIC GIRLS SEMINARY, All, 37, 0, 7, 9, 17, 2, 2
S0252, AL-KHEIR ISLAMIC GIRLS SEMINARY, F, 34, 2, 9, 17, 6, 0, 0
S0252, AL-KHEIR ISLAMIC GIRLS SEMINARY, M, 0, 0, 0, 0, 0, 0, 0
S0252, AL-KHEIR ISLAMIC GIRLS SEMINARY, All, 34, 2, 9, 17, 6, 0, 0
S0253, GREEN BIRD GIRLS', F, 46, 2, 3, 18, 18, 5, 0
S0253, GREEN BIRD GIRLS', M, 0, 0, 0, 0, 0, 0, 0
S0253, GREEN BIRD GIRLS', All, 46, 2, 3, 18, 18, 5, 0
S0254, WALI-UL-ASR GIRLS SEMINARY, F, 76, 8, 13, 31, 24, 0, 0
S0254, WALI-UL-ASR GIRLS SEMINARY, M, 0, 0, 0, 0, 0, 0, 0
S0254, WALI-UL-ASR GIRLS SEMINARY, All, 76, 8, 13, 31, 24, 0, 0
S0255, ST. CHRISTINA GIRL'S, F, 73, 26, 27, 17, 3, 0, 0
S0255, ST. CHRISTINA GIRL'S, M, 0, 0, 0, 0, 0, 0, 0
S0255, ST. CHRISTINA GIRL'S, All, 73, 26, 27, 17, 3, 0, 0
S0256, HURUMA GIRLS, F, 74, 33, 20, 14, 7, 0, 0
